,minutes,min_per_fga,min_per_fg3a,min_per_fta,min_per_orb,min_per_drb,min_per_ast,min_per_stl,min_per_blk,min_per_tov,min_per_pf
0,41.083333333333336,2.738888888888889,6.847222222222222,20.541666666666668,20.541666666666668,20.541666666666668,6.847222222222222,19.9677207977208,20.541666666666668,8.216666666666667,20.541666666666668
1,35.1,1.8473684210526315,7.0200000000000005,8.775,27.95151515151515,7.0200000000000005,7.0200000000000005,35.1,17.55,17.55,8.775
2,27.05,3.0055555555555555,4.508333333333334,8.906409536714417,28.1,13.525,27.05,26.099999999999998,23.189583333333335,9.016666666666667,9.016666666666667
3,24.833333333333332,3.5476190476190474,8.277777777777777,12.416666666666666,24.34541666666666,4.966666666666667,4.966666666666667,20.579108187134505,30.735763888888894,24.833333333333332,12.416666666666666
4,20.766666666666666,3.461111111111111,28.552380952380954,15.0452380952381,20.766666666666666,3.461111111111111,10.383333333333333,23.23690476190476,20.766666666666666,20.766666666666666,4.153333333333333
5,28.166666666666668,3.1296296296296298,5.633333333333334,7.041666666666667,7.041666666666667,4.694444444444445,28.166666666666668,19.103998316498316,28.166666666666668,28.166666666666668,7.041666666666667
6,19.616666666666667,2.8023809523809526,3.9233333333333333,8.18376811594203,9.808333333333334,6.538888888888889,9.808333333333334,15.057222222222222,18.10590277777778,9.808333333333334,19.616666666666667
7,18.033333333333335,4.508333333333334,9.016666666666667,6.011111111111112,6.011111111111112,6.011111111111112,6.011111111111112,18.033333333333335,9.016666666666667,18.033333333333335,3.606666666666667
8,13.85,2.308333333333333,4.616666666666666,6.925,10.965151515151517,8.67746913580247,13.85,16.7625,17.33333333333333,13.85,4.616666666666666
9,12.483333333333333,4.1611111111111105,21.05,4.1611111111111105,6.241666666666666,6.7659019510582,12.07767973856209,14.656666666666666,12.483333333333333,12.483333333333333,4.1611111111111105
10,12.1,1.7285714285714284,4.033333333333333,12.509137426900583,12.1,6.05,6.05,16.933459595959594,18.76851851851852,17.50747126436782,11.238780864197532
11,11.916666666666666,1.1916666666666667,1.7023809523809523,7.622095959595959,11.916666666666666,3.972222222222222,5.958333333333333,5.958333333333333,11.321666666666667,11.916666666666666,5.958333333333333
12,44.983333333333334,2.998888888888889,4.08939393939394,3.4602564102564104,44.983333333333334,11.245833333333334,7.497222222222223,22.491666666666667,35.59125,11.245833333333334,11.245833333333334
13,44.35,2.463888888888889,6.335714285714286,7.391666666666667,31.946626984126983,8.870000000000001,6.335714285714286,22.175,33.42546296296296,22.175,17.048184754521966
14,38.15,1.4673076923076922,7.63,3.4681818181818183,6.358333333333333,3.1791666666666667,7.63,28.464869281045747,38.15,9.5375,6.358333333333333
15,35.8,2.983333333333333,8.95,35.8,11.933333333333332,8.95,17.215762273901806,21.430801033591727,17.9,35.8,11.933333333333332
16,31.916666666666668,3.5462962962962963,7.979166666666667,31.916666666666668,31.916666666666668,10.63888888888889,31.916666666666668,20.421977124183,21.490204678362574,18.98402777777778,6.383333333333334
17,28.633333333333333,4.09047619047619,5.726666666666667,11.132598471487363,28.633333333333333,4.09047619047619,14.316666666666666,17.858024691358022,29.052380952380954,14.316666666666666,14.316666666666666
18,26.0,2.6,26.0,4.333333333333333,13.0,8.666666666666666,17.7934009009009,26.0,20.394733796296293,8.666666666666666,13.0
